pdp_id,worker_id,performance_review_id,plan_year,plan_status,career_aspiration,development_focus_area,development_method,promotion_readiness_target,mentor_assigned_worker_id,creation_date,target_completion_date,completion_percentage,linked_overall_rating,linked_potential_rating,linked_gen_ai_readiness,gen_ai_impact_level,gen_ai_role_category
PDP00008400,W00003232,PR00011473,2026,In Progress,Global Mobility Assignment,Digital Transformation,Formal Training,Ready in 2 Years,,2026-04-17,2026-09-30,51,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00008401,W00003233,PR00011474,2023,Completed,Practice Leader,Strategic Thinking,Mentoring,Ready in 3+ Years,W00000822,2023-03-03,2023-09-30,95,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00008402,W00003233,PR00011475,2024,Completed,Global Mobility Assignment,Strategic Thinking,Stretch Assignment,Ready in 3+ Years,W00004414,2024-03-24,2024-06-30,99,5,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008403,W00003234,PR00011476,2022,Canceled,Senior Manager,People Management,Coaching,Ready in 2 Years,W00002607,2022-03-05,2022-09-30,19,5,High,High,Critical,AI Builder
PDP00008404,W00003234,PR00011477,2023,Completed,Senior Manager,Leadership,Formal Training,Ready in 3+ Years,,2023-03-19,2023-09-30,96,5,Moderate,Expert,Critical,AI Builder
PDP00008405,W00003234,PR00011478,2024,Completed,Data and Analytics Lead,Data Analytics,Mentoring,Ready in 3+ Years,W00004255,2024-04-10,2024-09-30,100,3,Exceptional,High,Critical,AI Builder
PDP00008406,W00003235,PR00011482,2025,In Progress,Director,Digital Transformation,Stretch Assignment,Ready in 1 Year,W00000328,2025-03-15,2025-06-30,49,4,High,Expert,Medium,AI-Augmented Professional
PDP00008407,W00003235,PR00011483,2026,Completed,Director,Data Analytics,Certification,Ready in 2 Years,,2026-04-12,2026-09-30,95,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00008408,W00003236,PR00011484,2022,Not Started,Director,Strategic Thinking,Job Rotation,Ready in 3+ Years,W00004283,2022-02-27,2022-09-30,3,4,Low,Medium,Medium,AI-Augmented Professional
PDP00008409,W00003236,PR00011485,2023,Completed,Partner,Cloud Technologies,Job Rotation,Ready in 2 Years,W00002367,2023-02-20,2023-12-31,99,3,High,Low,Medium,AI-Augmented Professional
PDP00008410,W00003237,PR00011487,2022,Completed,Technical Specialist,Digital Transformation,Coaching,Ready in 1 Year,,2022-02-27,2022-12-31,92,4,High,Medium,Medium,AI-Augmented Professional
PDP00008411,W00003237,PR00011488,2023,In Progress,Data and Analytics Lead,AI & GenAI,Stretch Assignment,Ready in 3+ Years,W00004937,2023-02-16,2023-06-30,84,3,Moderate,High,Medium,AI-Augmented Professional
PDP00008412,W00003237,PR00011489,2024,Completed,Practice Leader,Leadership,Client Engagement,Ready in 2 Years,W00002520,2024-02-02,2024-12-31,90,5,Exceptional,Low,Medium,AI-Augmented Professional
PDP00008413,W00003237,PR00011491,2026,Completed,Technical Specialist,AI & GenAI,Client Engagement,Ready in 2 Years,W00002652,2026-01-25,2026-12-31,96,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00008414,W00003238,PR00011492,2022,Completed,Partner,Leadership,Mentoring,Ready in 1 Year,W00000279,2022-03-02,2022-06-30,96,4,High,Low,Medium,AI-Augmented Professional
PDP00008415,W00003238,PR00011493,2023,In Progress,Data and Analytics Lead,Client Relationship Management,Stretch Assignment,Ready in 2 Years,W00001185,2023-03-17,2023-12-31,26,2,Low,High,Medium,AI-Augmented Professional
PDP00008416,W00003238,PR00011494,2024,In Progress,AI Transformation Lead,AI & GenAI,Coaching,Ready in 1 Year,,2024-03-19,2024-06-30,45,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00008417,W00003238,PR00011496,2026,Completed,Partner,Strategic Thinking,Formal Training,Ready in 2 Years,W00000358,2026-03-01,2026-06-30,93,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00008418,W00003239,PR00011497,2022,Completed,Data and Analytics Lead,Cybersecurity,Coaching,Ready in 2 Years,W00001181,2022-04-14,2022-09-30,96,3,Exceptional,High,Critical,AI Builder
PDP00008419,W00003239,PR00011498,2023,Completed,Data and Analytics Lead,People Management,International Assignment,Ready in 2 Years,W00004629,2023-01-20,2023-12-31,94,5,Exceptional,High,Critical,AI Builder
PDP00008420,W00003239,PR00011499,2024,Completed,Practice Leader,People Management,Mentoring,Ready in 2 Years,W00001574,2024-02-10,2024-12-31,97,4,Exceptional,High,Critical,AI Builder
PDP00008421,W00003239,PR00011501,2026,Completed,Senior Consultant,Technical Capability,Formal Training,Ready in 3+ Years,,2026-03-30,2026-06-30,97,2,High,Medium,Critical,AI Builder
PDP00008422,W00003240,PR00011502,2022,Completed,Data and Analytics Lead,Executive Presence,Formal Training,Ready in 1 Year,W00001778,2022-02-27,2022-06-30,94,4,High,High,Critical,AI Builder
PDP00008423,W00003240,PR00011503,2023,In Progress,AI Transformation Lead,Cybersecurity,Client Engagement,Ready in 1 Year,,2023-04-28,2023-06-30,68,5,Exceptional,High,Critical,AI Builder
PDP00008424,W00003240,PR00011504,2024,Completed,Partner,Cloud Technologies,Stretch Assignment,Ready in 2 Years,W00002831,2024-03-16,2024-09-30,97,4,Moderate,Medium,Critical,AI Builder
PDP00008425,W00003240,PR00011505,2025,Completed,Data and Analytics Lead,Strategic Thinking,Stretch Assignment,Ready in 2 Years,,2025-01-19,2025-09-30,100,4,Moderate,High,Critical,AI Builder
PDP00008426,W00003241,PR00011507,2022,Completed,AI Transformation Lead,Executive Presence,Coaching,Ready in 1 Year,W00003707,2022-02-28,2022-12-31,94,4,High,Medium,Medium,AI-Augmented Professional
PDP00008427,W00003241,PR00011508,2023,Completed,Manager,Data Analytics,Stretch Assignment,Ready in 1 Year,,2023-02-27,2023-12-31,96,4,High,Low,Medium,AI-Augmented Professional
PDP00008428,W00003241,PR00011510,2025,Completed,Director,Data Analytics,Coaching,Ready in 1 Year,W00001577,2025-03-19,2025-12-31,90,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008429,W00003241,PR00011511,2026,In Progress,Senior Manager,Executive Presence,Stretch Assignment,Ready in 1 Year,W00002125,2026-04-01,2026-12-31,87,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008430,W00003242,PR00011512,2023,Completed,Data and Analytics Lead,Communication Skills,Formal Training,Ready in 3+ Years,,2023-02-24,2023-12-31,97,2,Low,Medium,High,AI Builder
PDP00008431,W00003242,PR00011513,2024,Completed,Director,Data Analytics,Client Engagement,Ready in 1 Year,,2024-01-18,2024-09-30,98,4,Moderate,Expert,High,AI Builder
PDP00008432,W00003242,PR00011514,2025,In Progress,Technical Specialist,Data Analytics,Stretch Assignment,Ready in 2 Years,W00000167,2025-04-22,2025-12-31,62,3,High,High,High,AI Builder
PDP00008433,W00003242,PR00011515,2026,Canceled,Global Mobility Assignment,Project Management,Coaching,Ready in 3+ Years,W00002940,2026-02-17,2026-06-30,7,2,Moderate,Expert,High,AI Builder
PDP00008434,W00003243,PR00011516,2022,In Progress,Partner,Client Relationship Management,Stretch Assignment,Ready in 2 Years,W00002763,2022-04-26,2022-06-30,82,3,High,Low,Medium,AI-Augmented Professional
PDP00008435,W00003243,PR00011517,2023,Completed,Director,Leadership,Mentoring,Ready Now,,2023-04-07,2023-12-31,98,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00008436,W00003243,PR00011519,2025,Not Started,Director,Executive Presence,Formal Training,Ready in 3+ Years,W00003455,2025-01-23,2025-06-30,1,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008437,W00003243,PR00011520,2026,In Progress,Technical Specialist,Cybersecurity,International Assignment,Ready in 1 Year,,2026-02-03,2026-12-31,82,3,High,Expert,Medium,AI-Augmented Professional
PDP00008438,W00003244,PR00011521,2022,Not Started,AI Transformation Lead,Cloud Technologies,Coaching,Ready in 3+ Years,,2022-02-06,2022-09-30,4,4,Moderate,High,Low,AI User
PDP00008439,W00003244,PR00011522,2023,Canceled,Senior Consultant,Client Relationship Management,Client Engagement,Ready in 2 Years,W00002778,2023-04-16,2023-09-30,29,3,Moderate,Medium,Low,AI User
PDP00008440,W00003244,PR00011525,2026,Completed,Manager,Client Relationship Management,Coaching,Ready in 2 Years,W00000503,2026-02-13,2026-12-31,99,4,Exceptional,Medium,Low,AI User
PDP00008441,W00003245,PR00011527,2025,In Progress,Partner,Project Management,Formal Training,Ready in 3+ Years,,2025-04-27,2025-06-30,36,5,Moderate,Low,Medium,AI-Augmented Professional
PDP00008442,W00003246,PR00011529,2022,Completed,Practice Leader,Client Relationship Management,Certification,Ready Now,W00004906,2022-04-16,2022-09-30,99,5,High,Medium,Medium,AI-Augmented Professional
PDP00008443,W00003246,PR00011530,2023,In Progress,AI Transformation Lead,AI & GenAI,Mentoring,Ready in 2 Years,,2023-02-25,2023-06-30,62,3,High,Medium,Medium,AI-Augmented Professional
PDP00008444,W00003246,PR00011531,2024,In Progress,Partner,Strategic Thinking,Stretch Assignment,Ready in 1 Year,W00001353,2024-04-06,2024-09-30,44,3,Moderate,High,Medium,AI-Augmented Professional
PDP00008445,W00003246,PR00011532,2025,Completed,Practice Leader,Coaching Others,Certification,Ready in 2 Years,W00003857,2025-02-09,2025-09-30,98,4,High,Low,Medium,AI-Augmented Professional
PDP00008446,W00003247,PR00011534,2022,Completed,AI Transformation Lead,People Management,Certification,Ready Now,W00002744,2022-01-23,2022-12-31,100,4,High,Expert,High,AI Governance
PDP00008447,W00003247,PR00011535,2023,Completed,Manager,Data Analytics,Mentoring,Ready in 1 Year,W00000847,2023-02-03,2023-09-30,90,3,Moderate,High,High,AI Governance
PDP00008448,W00003247,PR00011536,2024,In Progress,Partner,Communication Skills,Certification,Ready in 3+ Years,W00001118,2024-04-10,2024-09-30,30,2,Moderate,High,High,AI Governance
PDP00008449,W00003248,PR00011538,2023,In Progress,Partner,Strategic Thinking,International Assignment,Ready in 3+ Years,W00004061,2023-01-16,2023-12-31,72,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008450,W00003248,PR00011539,2024,In Progress,Practice Leader,People Management,Mentoring,Ready in 2 Years,W00004789,2024-01-15,2024-09-30,78,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008451,W00003248,PR00011540,2025,In Progress,AI Transformation Lead,Digital Transformation,Formal Training,Ready in 3+ Years,,2025-04-22,2025-09-30,27,3,Moderate,High,Medium,AI-Augmented Professional
PDP00008452,W00003249,PR00011542,2022,In Progress,Technical Specialist,Cybersecurity,Shadow Program,Ready in 1 Year,,2022-02-16,2022-06-30,89,4,Moderate,High,Medium,AI Governance
PDP00008453,W00003249,PR00011543,2023,In Progress,Manager,Communication Skills,Mentoring,Ready in 2 Years,,2023-02-20,2023-12-31,42,2,Moderate,Medium,Medium,AI Governance
PDP00008454,W00003249,PR00011544,2024,Completed,AI Transformation Lead,Executive Presence,Formal Training,Ready in 2 Years,W00004374,2024-04-21,2024-09-30,94,3,Moderate,Medium,Medium,AI Governance
PDP00008455,W00003249,PR00011545,2025,Completed,Director,Communication Skills,Certification,Ready in 2 Years,W00004022,2025-02-25,2025-12-31,92,1,Moderate,Medium,Medium,AI Governance
PDP00008456,W00003250,PR00011548,2024,Completed,Practice Leader,Cloud Technologies,Shadow Program,Ready in 2 Years,W00002616,2024-03-15,2024-12-31,95,3,Exceptional,High,Medium,AI-Augmented Professional
PDP00008457,W00003250,PR00011549,2025,Completed,Director,Communication Skills,Coaching,Ready in 3+ Years,W00003219,2025-03-17,2025-09-30,100,2,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008458,W00003250,PR00011550,2026,In Progress,Senior Manager,People Management,Mentoring,Ready in 1 Year,W00000691,2026-02-28,2026-06-30,41,5,High,Low,Medium,AI-Augmented Professional
PDP00008459,W00003251,PR00011551,2026,In Progress,Partner,Client Relationship Management,Stretch Assignment,Ready in 1 Year,,2026-01-21,2026-09-30,76,4,High,Medium,Low,AI User
PDP00008460,W00003252,PR00011552,2024,Completed,Practice Leader,Client Relationship Management,Certification,Ready in 1 Year,W00002538,2024-04-20,2024-09-30,92,5,High,Low,Medium,AI-Augmented Professional
PDP00008461,W00003252,PR00011554,2026,Canceled,Partner,Leadership,Formal Training,Ready in 2 Years,,2026-04-09,2026-12-31,14,5,High,High,Medium,AI-Augmented Professional
PDP00008462,W00003253,PR00011555,2023,In Progress,Practice Leader,Cybersecurity,Mentoring,Ready in 1 Year,W00001968,2023-04-12,2023-09-30,35,4,Moderate,Expert,High,AI Risk / Compliance
PDP00008463,W00003253,PR00011556,2024,Completed,Director,Operational Excellence,Certification,Ready in 3+ Years,W00004925,2024-04-07,2024-12-31,94,2,Low,Expert,High,AI Risk / Compliance
PDP00008464,W00003253,PR00011557,2025,Completed,Director,Leadership,Coaching,Ready in 2 Years,W00001136,2025-04-12,2025-12-31,94,3,Moderate,Expert,High,AI Risk / Compliance
PDP00008465,W00003253,PR00011558,2026,Completed,AI Transformation Lead,Cloud Technologies,Client Engagement,Ready in 1 Year,W00001437,2026-04-12,2026-09-30,91,3,Moderate,High,High,AI Risk / Compliance
PDP00008466,W00003254,PR00011559,2022,Completed,Technical Specialist,Digital Transformation,Coaching,Ready in 2 Years,W00001119,2022-03-08,2022-12-31,97,4,Moderate,High,Critical,AI Builder
PDP00008467,W00003254,PR00011560,2023,In Progress,Manager,Leadership,International Assignment,Ready in 1 Year,,2023-02-24,2023-06-30,41,4,High,Expert,Critical,AI Builder
PDP00008468,W00003254,PR00011562,2025,Completed,Global Mobility Assignment,Cybersecurity,Stretch Assignment,Ready in 1 Year,,2025-04-12,2025-09-30,96,5,High,High,Critical,AI Builder
PDP00008469,W00003254,PR00011563,2026,Completed,Director,Digital Transformation,Job Rotation,Ready in 1 Year,W00004443,2026-03-14,2026-09-30,92,3,High,High,Critical,AI Builder
PDP00008470,W00003255,PR00011564,2022,Deferred,Practice Leader,AI & GenAI,Formal Training,Ready in 2 Years,,2022-04-28,2022-12-31,37,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008471,W00003255,PR00011565,2023,In Progress,Practice Leader,Client Relationship Management,Certification,Ready in 2 Years,W00003104,2023-03-23,2023-12-31,30,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008472,W00003255,PR00011566,2024,In Progress,Practice Leader,People Management,Stretch Assignment,Ready in 1 Year,W00000420,2024-03-26,2024-09-30,78,4,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00008473,W00003255,PR00011567,2025,In Progress,Global Mobility Assignment,Operational Excellence,Certification,Ready in 2 Years,,2025-02-21,2025-09-30,44,2,Low,Medium,Medium,AI-Augmented Professional
PDP00008474,W00003255,PR00011568,2026,Completed,Practice Leader,Executive Presence,Formal Training,Ready in 1 Year,W00002538,2026-04-23,2026-06-30,94,4,High,High,Medium,AI-Augmented Professional
PDP00008475,W00003256,PR00011570,2023,In Progress,Practice Leader,Executive Presence,Formal Training,Ready in 1 Year,W00001325,2023-03-25,2023-12-31,47,4,High,Low,Medium,AI-Augmented Professional
PDP00008476,W00003256,PR00011571,2024,Completed,Manager,Client Relationship Management,Client Engagement,Ready Now,W00004929,2024-02-21,2024-09-30,92,4,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00008477,W00003256,PR00011573,2026,In Progress,Partner,Executive Presence,Client Engagement,Ready in 1 Year,W00002783,2026-04-18,2026-09-30,25,3,High,High,Medium,AI-Augmented Professional
PDP00008478,W00003257,PR00011574,2024,Completed,Practice Leader,Project Management,Formal Training,Ready in 2 Years,W00004598,2024-01-21,2024-09-30,90,2,Low,Low,Medium,AI-Augmented Professional
PDP00008479,W00003257,PR00011575,2025,Completed,Senior Manager,Strategic Thinking,Client Engagement,Ready in 1 Year,W00004448,2025-03-10,2025-06-30,91,4,High,High,Medium,AI-Augmented Professional
PDP00008480,W00003257,PR00011576,2026,Deferred,Partner,Project Management,Job Rotation,Ready in 2 Years,,2026-01-31,2026-09-30,26,2,Low,High,Medium,AI-Augmented Professional
PDP00008481,W00003258,PR00011578,2025,Not Started,Senior Manager,Executive Presence,Mentoring,Ready in 2 Years,,2025-03-02,2025-09-30,10,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00008482,W00003258,PR00011579,2026,Canceled,Manager,Leadership,Certification,Ready in 1 Year,,2026-01-25,2026-12-31,11,5,High,Low,Medium,AI-Augmented Professional
PDP00008483,W00003259,PR00011582,2024,Completed,Manager,Client Relationship Management,Stretch Assignment,Ready Now,W00000769,2024-04-15,2024-06-30,90,5,Exceptional,High,High,AI Risk / Compliance
PDP00008484,W00003259,PR00011584,2026,Completed,AI Transformation Lead,Client Relationship Management,Shadow Program,Ready in 2 Years,W00004365,2026-01-17,2026-09-30,94,3,High,High,High,AI Risk / Compliance
PDP00008485,W00003260,PR00011586,2023,In Progress,Practice Leader,Project Management,Client Engagement,Ready in 2 Years,W00002145,2023-03-30,2023-06-30,37,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008486,W00003260,PR00011587,2024,Completed,Senior Manager,Strategic Thinking,Coaching,Ready in 1 Year,W00004081,2024-01-18,2024-06-30,94,4,High,Medium,Medium,AI-Augmented Professional
PDP00008487,W00003260,PR00011588,2025,Completed,Partner,Project Management,Certification,Ready in 3+ Years,W00000893,2025-02-07,2025-09-30,99,2,Low,High,Medium,AI-Augmented Professional
PDP00008488,W00003260,PR00011589,2026,Completed,Partner,Leadership,Coaching,Ready in 1 Year,,2026-04-06,2026-09-30,90,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00008489,W00003261,PR00011590,2022,In Progress,Practice Leader,Executive Presence,Stretch Assignment,Ready in 2 Years,W00003560,2022-01-28,2022-09-30,51,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00008490,W00003261,PR00011591,2023,Not Started,Senior Manager,Executive Presence,Coaching,Ready in 1 Year,,2023-03-29,2023-12-31,4,5,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00008491,W00003261,PR00011593,2025,Completed,Manager,Strategic Thinking,Certification,Ready in 3+ Years,W00000137,2025-01-29,2025-09-30,99,3,High,Expert,Medium,AI-Augmented Professional
PDP00008492,W00003261,PR00011594,2026,In Progress,Global Mobility Assignment,Cloud Technologies,Shadow Program,Ready in 2 Years,W00004964,2026-04-18,2026-12-31,44,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00008493,W00003262,PR00011595,2024,In Progress,Senior Manager,Client Relationship Management,Stretch Assignment,Ready in 3+ Years,W00000737,2024-02-09,2024-09-30,35,3,Moderate,Expert,High,AI Product / Transformation
PDP00008494,W00003262,PR00011596,2025,In Progress,Senior Manager,Digital Transformation,Coaching,Ready in 2 Years,W00000304,2025-01-24,2025-12-31,56,4,Moderate,Low,High,AI Product / Transformation
PDP00008495,W00003262,PR00011597,2026,Completed,AI Transformation Lead,Cloud Technologies,Formal Training,Ready in 1 Year,,2026-03-20,2026-06-30,99,4,High,High,High,AI Product / Transformation
PDP00008496,W00003263,PR00011598,2025,Canceled,Senior Manager,Strategic Thinking,Certification,Ready in 3+ Years,,2025-04-17,2025-09-30,14,5,Moderate,Low,Low,AI User
