job_requisition_id,requisition_title,job_profile_id,job_family,career_level,business_unit,company_id,location_id,country,region,cost_center_id,supervisory_org_id,hiring_manager_worker_id,recruiter_worker_id,requisition_status,approval_status,requisition_reason,employment_type,worker_type,target_openings,filled_openings,opened_date,closed_date,target_start_date,time_to_fill_days,primary_recruiting_source,priority,gen_ai_critical_requisition,confidential_requisition
JR00001232,Director - Technology Consulting,JP000599,Technology Consulting,Director,Consulting,C026,LOC000016,India,APAC,CC001970,SO001505,W00002338,W00003464,Open,Approved,Replacement,Regular,Employee,1,0,2021-10-21,,2022-03-02,,Direct Apply,Medium,True,False
JR00001233,Senior Consultant - Audit Assurance,JP000196,Audit Assurance,Senior Consultant,Audit,C025,LOC000200,India,APAC,CC002364,SO001525,W00000290,W00000282,Filled,Approved,Growth,Regular,Employee,1,1,2025-07-27,2025-09-25,2025-12-19,60,Direct Apply,High,False,False
JR00001234,Senior Consultant - Human Resources,JP000124,Human Resources,Senior Consultant,Internal Services,C026,LOC000358,India,APAC,CC000983,SO001284,W00003502,W00001426,Filled,Approved,Campus Hiring,Intern,Intern,4,4,2024-03-14,2024-06-15,2024-06-20,93,LinkedIn,Low,False,False
JR00001235,Senior Consultant - Operations,JP000421,Operations,Senior Consultant,Consulting,C040,LOC000145,Netherlands,EMEA,CC000205,SO002299,W00004902,W00002201,Filled,Approved,Growth,Contractor,Contractor,1,1,2024-09-18,2024-10-26,2024-11-02,38,Campus,Medium,False,False
JR00001236,Analyst - Mergers and Acquisitions,JP000073,Mergers and Acquisitions,Analyst,Deals,C030,LOC000246,India,APAC,CC001056,SO000427,W00001757,W00002532,Filled,Approved,Backfill,Regular,Employee,3,3,2023-11-06,2023-12-10,2024-03-13,34,Employee Referral,Medium,False,False
JR00001237,Consultant - Finance,JP000014,Finance,Consultant,Internal Services,C011,LOC000386,Germany,EMEA,CC000358,SO000043,W00002879,W00003022,Filled,Approved,Backfill,Regular,Employee,2,2,2025-07-02,2025-08-07,2025-12-12,36,Direct Apply,High,False,False
JR00001238,Director - Mergers and Acquisitions,JP000586,Mergers and Acquisitions,Director,Deals,C015,LOC000273,United Kingdom,EMEA,CC000827,SO002281,W00000634,W00001711,Filled,Approved,Replacement,Regular,Employee,2,2,2025-01-06,2025-03-23,2025-05-05,76,LinkedIn,Medium,False,False
JR00001239,Analyst - Technology Consulting,JP000150,Technology Consulting,Analyst,Consulting,C013,LOC000487,United Arab Emirates,EMEA,CC000735,SO002155,W00002601,W00004708,Filled,Approved,Backfill,Regular,Employee,1,1,2023-03-17,2023-06-19,2023-07-31,94,Campus,Critical,True,False
JR00001240,Senior Consultant - Regulatory Risk,JP000590,Regulatory Risk,Senior Consultant,Risk Advisory,C004,LOC000105,India,APAC,CC002277,SO001029,W00002754,W00004231,Filled,Approved,Replacement,Regular,Employee,1,1,2023-10-15,2024-01-25,2023-12-31,102,LinkedIn,Medium,False,False
JR00001241,Manager - Human Capital,JP000240,Human Capital,Manager,Consulting,C010,LOC000497,Spain,EMEA,CC001181,SO000260,W00000954,W00003041,Canceled,Rejected,Replacement,Regular,Employee,1,0,2025-10-22,2025-12-09,2025-12-31,48,Employee Referral,High,False,False
JR00001242,Analyst - Finance,JP000046,Finance,Analyst,Internal Services,C039,LOC000531,United States,Americas,CC002123,SO001697,W00002637,W00002266,Filled,Approved,Replacement,Regular,Employee,2,2,2023-04-19,2023-07-30,2023-08-29,102,Direct Apply,Medium,False,False
JR00001243,Senior Manager - Marketing,JP000086,Marketing,Senior Manager,Internal Services,C037,LOC000123,United States,Americas,CC002259,SO000846,W00002668,W00000378,On Hold,Approved,Growth,Regular,Employee,1,0,2022-05-04,,2022-07-31,,Campus,Low,False,False
JR00001244,Analyst - Mergers and Acquisitions,JP000373,Mergers and Acquisitions,Analyst,Deals,C008,LOC000042,Australia,APAC,CC002017,SO001711,W00002878,W00003207,Canceled,Rejected,Growth,Regular,Employee,1,0,2024-05-12,2024-05-26,2024-07-09,14,Direct Apply,High,False,False
JR00001245,Senior Consultant - Information Technology,JP000327,Information Technology,Senior Consultant,Internal Services,C039,LOC000725,United States,Americas,CC000345,SO000279,W00003768,W00004780,Canceled,Approved,Replacement,Regular,Employee,1,0,2023-04-04,2023-04-21,2023-06-20,17,Agency,Critical,True,False
JR00001246,Analyst - Technology Consulting,JP000467,Technology Consulting,Analyst,Consulting,C020,LOC000629,United Kingdom,EMEA,CC001757,SO001758,W00002107,W00002512,Filled,Approved,Replacement,Regular,Employee,1,1,2023-12-16,2024-02-03,2024-04-14,49,Agency,High,True,False
JR00001247,Senior Consultant - Human Resources,JP000044,Human Resources,Senior Consultant,Internal Services,C006,LOC000100,Brazil,Americas,CC000668,SO000798,W00001474,W00000912,Filled,Approved,Internal Mobility,Regular,Employee,1,1,2023-11-10,2023-12-14,2024-01-24,34,Direct Apply,Low,False,False
JR00001248,Analyst - Strategy Consulting,JP000483,Strategy Consulting,Analyst,Consulting,C033,LOC000215,Germany,EMEA,CC001348,SO002409,W00000768,W00003137,Filled,Approved,Replacement,Fixed Term,Employee,3,3,2023-04-12,2023-06-02,2023-05-22,51,Employee Referral,Critical,True,False
JR00001249,Senior Consultant - Operations,JP000341,Operations,Senior Consultant,Consulting,C002,LOC000369,Brazil,Americas,CC000448,SO002122,W00000522,W00001310,Filled,Approved,Replacement,Regular,Employee,1,1,2023-06-04,2023-06-30,2023-09-12,26,LinkedIn,High,False,False
JR00001250,Consultant - Mergers and Acquisitions,JP000285,Mergers and Acquisitions,Consultant,Deals,C029,LOC000458,Australia,APAC,CC002095,SO000653,W00000827,W00004870,Draft,Draft,Internal Mobility,Regular,Employee,2,0,2024-01-24,,2024-03-25,,Internal Mobility,Medium,False,False
JR00001251,Consultant - Human Capital,JP000271,Human Capital,Consultant,Consulting,C005,LOC000139,Netherlands,EMEA,CC000036,SO002351,W00001393,W00003783,Filled,Approved,Growth,Regular,Employee,1,1,2021-12-23,2022-02-02,2022-04-03,41,Campus,High,False,False
JR00001252,Consultant - Finance,JP000300,Finance,Consultant,Internal Services,C021,LOC000362,India,APAC,CC002423,SO001568,W00002135,W00000537,Open,Approved,Internal Mobility,Regular,Employee,1,0,2023-09-15,,2024-01-24,,Agency,Medium,False,False
JR00001253,Analyst - Regulatory Risk,JP000383,Regulatory Risk,Analyst,Risk Advisory,C030,LOC000101,India,APAC,CC001796,SO002289,W00003250,W00000439,On Hold,Approved,Replacement,Regular,Employee,2,0,2022-11-28,,2023-01-10,,Executive Search,Medium,False,False
JR00001254,Analyst - Technology Consulting,JP000230,Technology Consulting,Analyst,Consulting,C013,LOC000144,United Arab Emirates,EMEA,CC000188,SO002235,W00002136,W00004786,Canceled,Rejected,Replacement,Regular,Employee,1,0,2024-01-02,2024-03-19,2024-03-05,77,Employee Referral,Critical,True,False
JR00001255,Analyst - Audit Assurance,JP000539,Audit Assurance,Analyst,Audit,C022,LOC000239,Mexico,Americas,CC000178,SO002290,W00003442,W00003106,Canceled,Approved,Replacement,Regular,Employee,1,0,2022-02-25,2022-05-15,2022-07-25,79,Direct Apply,Medium,False,False
JR00001256,Consultant - Human Capital,JP000378,Human Capital,Consultant,Consulting,C012,LOC000678,United States,Americas,CC001914,SO002285,W00002097,W00004071,Canceled,Rejected,Growth,Regular,Employee,2,0,2022-04-25,2022-07-19,2022-09-10,85,LinkedIn,High,False,False
JR00001257,Director - Operations,JP000125,Operations,Director,Consulting,C005,LOC000706,Netherlands,EMEA,CC002313,SO000323,W00004669,W00002967,Filled,Approved,Campus Hiring,Regular,Employee,19,19,2022-12-19,2023-04-16,2023-02-17,118,Employee Referral,Medium,False,False
JR00001258,Senior Consultant - Legal,JP000572,Legal,Senior Consultant,Internal Services,C033,LOC000221,Germany,EMEA,CC000523,SO000601,W00000246,W00003773,Filled,Approved,Backfill,Contractor,Contractor,1,1,2023-07-06,2023-10-01,2024-01-02,87,Agency,High,False,False
JR00001259,Manager - Corporate Tax,JP000379,Corporate Tax,Manager,Tax,C001,LOC000601,Mexico,Americas,CC000971,SO001838,W00004738,W00003612,Filled,Approved,Replacement,Regular,Employee,1,1,2024-01-22,2024-05-20,2024-06-24,119,LinkedIn,Medium,False,False
JR00001260,Senior Consultant - Human Resources,JP000112,Human Resources,Senior Consultant,Internal Services,C004,LOC000692,India,APAC,CC001157,SO000444,W00001222,W00004709,Open,Approved,Growth,Regular,Employee,1,0,2021-05-15,,2021-10-27,,Direct Apply,Medium,False,False
JR00001261,Director - Mergers and Acquisitions,JP000006,Mergers and Acquisitions,Director,Deals,C029,LOC000257,Australia,APAC,CC002213,SO000922,W00004394,W00000015,Filled,Rejected,Campus Hiring,Intern,Intern,15,15,2022-11-12,2023-03-05,2023-02-23,113,Employee Referral,Medium,False,True
JR00001262,Senior Manager - Operations,JP000514,Operations,Senior Manager,Consulting,C020,LOC000502,United Kingdom,EMEA,CC001570,SO001338,W00002788,W00000043,Canceled,Rejected,Growth,Regular,Employee,1,0,2022-11-30,2023-01-29,2023-03-25,60,Agency,High,False,False
JR00001263,Consultant - Technology Consulting,JP000582,Technology Consulting,Consultant,Consulting,C003,LOC000450,Germany,EMEA,CC002082,SO002376,W00000231,W00000933,Filled,Approved,Growth,Regular,Employee,3,3,2025-03-05,2025-04-02,2025-06-01,28,Direct Apply,Critical,True,False
JR00001264,Consultant - Operations,JP000293,Operations,Consultant,Consulting,C025,LOC000214,India,APAC,CC000012,SO001821,W00003545,W00003527,On Hold,Rejected,Replacement,Regular,Employee,1,0,2025-01-05,,2025-04-09,,Campus,Medium,False,False
JR00001265,Manager - Information Technology,JP000023,Information Technology,Manager,Internal Services,C033,LOC000293,Germany,EMEA,CC000011,SO000693,W00003414,W00003948,Filled,Pending Approval,Growth,Regular,Employee,2,2,2022-12-29,2023-03-10,2023-02-27,71,Direct Apply,Critical,True,False
JR00001266,Analyst - Marketing,JP000177,Marketing,Analyst,Internal Services,C023,LOC000622,Australia,APAC,CC001087,SO000986,W00001230,W00001365,Filled,Approved,Campus Hiring,Intern,Intern,3,3,2022-08-12,2022-11-27,2022-09-12,107,Agency,High,False,False
JR00001267,Analyst - Technology Consulting,JP000250,Technology Consulting,Analyst,Consulting,C024,LOC000602,India,APAC,CC001551,SO001414,W00003865,W00000424,On Hold,Approved,Backfill,Regular,Employee,1,0,2025-03-27,,2025-07-02,,LinkedIn,Medium,True,False
JR00001268,Analyst - Cyber Risk,JP000203,Cyber Risk,Analyst,Risk Advisory,C037,LOC000127,United States,Americas,CC000852,SO001608,W00001575,W00004749,Filled,Approved,Replacement,Contractor,Contractor,1,1,2024-03-05,2024-06-12,2024-07-19,99,Campus,Medium,True,False
JR00001269,Senior Manager - Mergers and Acquisitions,JP000299,Mergers and Acquisitions,Senior Manager,Deals,C039,LOC000230,United States,Americas,CC002144,SO000961,W00001463,W00004420,Open,Approved,Backfill,Regular,Employee,1,0,2025-08-23,,2025-12-31,,LinkedIn,Medium,False,False
JR00001270,Senior Manager - Finance,JP000462,Finance,Senior Manager,Internal Services,C009,LOC000453,Mexico,Americas,CC001630,SO000987,W00004694,W00003437,Filled,Pending Approval,Backfill,Regular,Employee,1,1,2025-12-02,2025-12-31,2025-12-31,29,Direct Apply,Medium,False,False
JR00001271,Senior Manager - Corporate Tax,JP000593,Corporate Tax,Senior Manager,Tax,C037,LOC000123,United States,Americas,CC001209,SO000692,W00000271,W00000504,Open,Approved,Backfill,Regular,Employee,1,0,2024-12-22,,2025-05-17,,Agency,Medium,False,False
JR00001272,Analyst - Finance,JP000062,Finance,Analyst,Internal Services,C030,LOC000524,India,APAC,CC000312,SO001104,W00003066,W00000394,Closed Without Hire,Approved,Strategic Skill Build,Intern,Intern,8,0,2021-08-01,2021-10-13,2021-09-24,73,Employee Referral,High,False,True
JR00001273,Senior Consultant - Operations,JP000145,Operations,Senior Consultant,Consulting,C011,LOC000081,Germany,EMEA,CC000304,SO001979,W00004041,W00000576,Filled,Approved,Replacement,Intern,Intern,3,3,2025-07-19,2025-10-24,2025-10-01,97,Direct Apply,High,False,True
JR00001274,Analyst - Human Resources,JP000501,Human Resources,Analyst,Internal Services,C040,LOC000015,Netherlands,EMEA,CC000224,SO002315,W00000076,W00000569,Closed Without Hire,Approved,Replacement,Regular,Employee,1,0,2021-11-26,2022-04-09,2022-04-30,134,Direct Apply,Medium,False,False
JR00001275,Analyst - Regulatory Risk,JP000481,Regulatory Risk,Analyst,Risk Advisory,C013,LOC000169,United Arab Emirates,EMEA,CC001674,SO001531,W00000231,W00003750,Open,Approved,Growth,Regular,Employee,1,0,2021-05-17,,2021-11-05,,Employee Referral,Medium,False,False
JR00001276,Senior Manager - Mergers and Acquisitions,JP000561,Mergers and Acquisitions,Senior Manager,Deals,C031,LOC000162,Netherlands,EMEA,CC002483,SO000749,W00001776,W00001777,Filled,Approved,Replacement,Regular,Employee,2,2,2023-05-06,2023-08-04,2023-07-14,90,Direct Apply,Low,False,False
JR00001277,Analyst - Operations,JP000257,Operations,Analyst,Consulting,C030,LOC000107,India,APAC,CC001560,SO000018,W00000750,W00001443,Filled,Approved,Growth,Regular,Employee,1,1,2021-05-27,2021-09-12,2021-07-01,108,Direct Apply,Medium,False,False
JR00001278,Consultant - Regulatory Risk,JP000197,Regulatory Risk,Consultant,Risk Advisory,C023,LOC000654,Australia,APAC,CC000643,SO000122,W00004223,W00000604,Filled,Approved,Growth,Regular,Employee,1,1,2021-08-19,2021-11-19,2021-12-07,92,Direct Apply,Medium,False,False
JR00001279,Senior Consultant - Data and Analytics,JP000345,Data and Analytics,Senior Consultant,Consulting,C039,LOC000242,United States,Americas,CC000692,SO000279,W00000166,W00003463,Filled,Approved,Replacement,Contractor,Contractor,1,1,2024-12-03,2025-01-21,2025-05-24,49,Direct Apply,High,True,False
JR00001280,Senior Consultant - Technology Consulting,JP000577,Technology Consulting,Senior Consultant,Consulting,C007,LOC000694,Canada,Americas,CC000032,SO001744,W00001687,W00003373,Open,Approved,Backfill,Contractor,Contractor,1,0,2023-03-05,,2023-06-06,,Direct Apply,High,True,False
JR00001281,Director - Mergers and Acquisitions,JP000586,Mergers and Acquisitions,Director,Deals,C022,LOC000368,Mexico,Americas,CC000896,SO001348,W00001679,W00004205,Filled,Approved,Growth,Regular,Employee,1,1,2025-12-24,2025-12-31,2025-12-31,7,LinkedIn,High,False,False
JR00001282,Consultant - Technology Consulting,JP000213,Technology Consulting,Consultant,Consulting,C019,LOC000539,United States,Americas,CC000939,SO001617,W00000644,W00004702,Filled,Approved,Replacement,Regular,Employee,1,1,2021-09-19,2022-01-07,2022-01-16,110,Employee Referral,Medium,True,False
JR00001283,Intern - Technology Consulting,JP000084,Technology Consulting,Intern,Consulting,C002,LOC000415,Brazil,Americas,CC002239,SO001947,W00004194,W00003001,Open,Approved,Replacement,Intern,Intern,7,0,2025-07-19,,2025-11-04,,LinkedIn,Critical,True,True
JR00001284,Analyst - Legal,JP000430,Legal,Analyst,Internal Services,C007,LOC000690,Canada,Americas,CC001070,SO000073,W00003163,W00002433,Filled,Rejected,Growth,Regular,Employee,1,1,2024-12-26,2025-02-14,2025-02-21,50,LinkedIn,High,False,False
JR00001285,Director - Human Capital,JP000278,Human Capital,Director,Consulting,C011,LOC000732,Germany,EMEA,CC001722,SO000793,W00000291,W00002464,Open,Approved,Internal Mobility,Intern,Intern,6,2,2021-11-19,,2022-04-14,,Direct Apply,Medium,False,False
JR00001286,Analyst - Legal,JP000204,Legal,Analyst,Internal Services,C019,LOC000262,United States,Americas,CC002049,SO001400,W00000182,W00004981,Filled,Pending Approval,Strategic Skill Build,Regular,Employee,8,8,2021-10-01,2022-01-22,2021-12-12,113,Talent Community,High,False,False
JR00001287,Analyst - Finance,JP000547,Finance,Analyst,Internal Services,C018,LOC000300,Germany,EMEA,CC001249,SO001320,W00003917,W00003681,On Hold,Approved,Campus Hiring,Intern,Intern,16,0,2022-08-16,,2022-09-17,,Talent Community,Medium,False,False
JR00001288,Manager - Cyber Risk,JP000337,Cyber Risk,Manager,Risk Advisory,C010,LOC000491,Spain,EMEA,CC001181,SO002199,W00004618,W00004762,Closed Without Hire,Approved,Replacement,Fixed Term,Employee,1,0,2023-04-05,2023-05-16,2023-06-13,41,LinkedIn,Medium,True,False
JR00001289,Analyst - Marketing,JP000305,Marketing,Analyst,Internal Services,C017,LOC000585,Australia,APAC,CC000184,SO000407,W00002355,W00000910,Filled,Approved,Replacement,Regular,Employee,1,1,2024-02-01,2024-03-27,2024-05-17,55,Direct Apply,Medium,False,False
JR00001290,Manager - Operations,JP000475,Operations,Manager,Consulting,C036,LOC000704,United States,Americas,CC002367,SO001776,W00004494,W00003429,Canceled,Approved,Replacement,Regular,Employee,1,0,2022-05-07,2022-07-22,2022-06-10,76,LinkedIn,High,False,False
JR00001291,Analyst - Human Capital,JP000290,Human Capital,Analyst,Consulting,C040,LOC000053,Netherlands,EMEA,CC001205,SO001407,W00003734,W00002127,Filled,Approved,Growth,Regular,Employee,2,2,2023-02-18,2023-04-22,2023-07-03,63,Direct Apply,Low,False,False
JR00001292,Analyst - Cyber Risk,JP000538,Cyber Risk,Analyst,Risk Advisory,C025,LOC000715,India,APAC,CC002076,SO001882,W00001316,W00002420,Open,Pending Approval,Replacement,Regular,Employee,2,1,2024-11-29,,2024-12-29,,Direct Apply,Critical,True,False
JR00001293,Consultant - Information Technology,JP000414,Information Technology,Consultant,Internal Services,C012,LOC000699,United States,Americas,CC000791,SO001349,W00001563,W00002380,Closed Without Hire,Approved,Campus Hiring,Intern,Intern,15,0,2023-10-16,2024-01-14,2023-12-16,90,Employee Referral,Medium,True,False
JR00001294,Analyst - Mergers and Acquisitions,JP000184,Mergers and Acquisitions,Analyst,Deals,C017,LOC000542,Australia,APAC,CC001320,SO000963,W00002559,W00000239,Filled,Approved,Backfill,Regular,Employee,2,2,2022-05-10,2022-06-07,2022-06-19,28,Internal Mobility,High,False,False
JR00001295,Consultant - Mergers and Acquisitions,JP000440,Mergers and Acquisitions,Consultant,Deals,C019,LOC000702,United States,Americas,CC002217,SO002127,W00002085,W00001044,Filled,Approved,Replacement,Regular,Employee,1,1,2024-12-04,2025-02-04,2025-04-21,62,Agency,Medium,False,False
JR00001296,Analyst - Human Resources,JP000365,Human Resources,Analyst,Internal Services,C038,LOC000018,Japan,APAC,CC001786,SO001712,W00003418,W00001417,Filled,Approved,Growth,Regular,Employee,2,2,2021-12-26,2022-04-06,2022-02-27,101,Agency,Medium,False,False
JR00001297,Analyst - Technology Consulting,JP000230,Technology Consulting,Analyst,Consulting,C016,LOC000102,India,APAC,CC000892,SO000633,W00001499,W00002966,Open,Approved,Replacement,Regular,Employee,1,0,2025-10-24,,2025-12-31,,Internal Mobility,Critical,True,False
JR00001298,Analyst - Finance,JP000049,Finance,Analyst,Internal Services,C005,LOC000353,Netherlands,EMEA,CC001276,SO001900,W00003173,W00002019,Filled,Approved,Replacement,Contractor,Contractor,1,1,2023-09-01,2023-09-26,2024-02-01,25,Direct Apply,High,False,False
JR00001299,Analyst - Technology Consulting,JP000250,Technology Consulting,Analyst,Consulting,C025,LOC000342,India,APAC,CC001817,SO000300,W00004542,W00001637,Canceled,Approved,Campus Hiring,Intern,Intern,15,0,2021-06-17,2021-08-22,2021-11-29,66,Direct Apply,Critical,True,False
JR00001300,Senior Manager - Corporate Tax,JP000130,Corporate Tax,Senior Manager,Tax,C004,LOC000256,India,APAC,CC000847,SO001886,W00004064,W00004225,Open,Approved,Replacement,Regular,Employee,1,0,2023-06-25,,2023-09-23,,LinkedIn,High,False,False
