succession_candidate_id,pool_id,worker_id,readiness,risk_of_loss,potential_rating,performance_rating,succession_rank,development_need,mobility_preference,last_reviewed_date,active_candidate_flag
SC00002008,SP000005,W00001373,Ready < 1 Year,Low,Exceptional,Solid,2,Executive Presence,Regional,2026-01-23,True
SC00002009,SP000002,W00004658,Ready < 1 Year,Medium,Exceptional,Exceptional,1,Executive Presence,Local,2025-12-28,True
SC00002010,SP000008,W00004658,Ready < 1 Year,Medium,Exceptional,Exceptional,4,Financial Acumen,Local,2025-10-16,True
SC00002011,SP000002,W00004268,Ready < 1 Year,Medium,High,High,4,Strategic Thinking,Regional,2026-01-24,True
SC00002012,SP000007,W00004268,Ready < 1 Year,Medium,High,High,4,Strategic Thinking,Regional,2026-02-14,True
SC00002013,SP000002,W00002718,Ready 3+ Years,Low,High,Solid,5,Executive Presence,Local,2025-12-14,True
SC00002014,SP000003,W00000620,Ready < 1 Year,Medium,High,Exceptional,3,Executive Presence,Global,2026-03-19,True
SC00002015,SP000007,W00000620,Ready < 1 Year,Medium,High,Exceptional,5,Executive Presence,Regional,2025-10-13,True
SC00002016,SP000006,W00003796,Ready 3+ Years,Low,Medium,High,2,People Leadership,Regional,2026-02-09,True
SC00002017,SP000002,W00002508,Ready 1-2 Years,Medium,High,Exceptional,4,Financial Acumen,Local,2025-11-10,True
SC00002018,SP000006,W00004014,Ready 3+ Years,Low,Low,High,3,Executive Presence,Remote-first,2025-12-31,True
SC00002019,SP000005,W00002786,Ready 1-2 Years,Low,High,Solid,5,Global Mobility,Global,2026-02-05,True
SC00002020,SP000007,W00002786,Ready 1-2 Years,Low,High,Solid,2,Executive Presence,Global,2026-02-17,True
SC00002021,SP000002,W00003483,Ready 3+ Years,Low,High,Solid,2,Strategic Thinking,Regional,2026-03-06,True
SC00002022,SP000006,W00004495,Ready 1-2 Years,Medium,High,Solid,3,Financial Acumen,Local,2025-12-16,True
SC00002023,SP000001,W00001359,Ready 3+ Years,Medium,Medium,High,1,Strategic Thinking,Remote-first,2025-10-10,True
SC00002024,SP000002,W00001613,Ready 1-2 Years,Low,High,Solid,4,GenAI Fluency,Regional,2026-01-20,True
SC00002025,SP000009,W00001613,Ready 1-2 Years,Low,High,Solid,3,People Leadership,Global,2025-11-06,True
SC00002026,SP000006,W00000368,Ready < 1 Year,Medium,Exceptional,High,1,Strategic Thinking,Local,2025-10-09,True
SC00002027,SP000002,W00002802,Ready 3+ Years,Low,High,Low,1,Executive Presence,Global,2025-12-12,True
SC00002028,SP000009,W00002802,Ready 3+ Years,Low,High,Low,3,GenAI Fluency,Regional,2026-01-29,True
SC00002029,SP000002,W00001098,Ready 1-2 Years,Medium,Medium,High,4,Global Mobility,Local,2026-01-19,True
SC00002030,SP000008,W00001098,Ready 1-2 Years,Medium,Medium,High,4,Strategic Thinking,Global,2026-01-08,True
SC00002031,SP000006,W00001788,Ready < 1 Year,Medium,High,Solid,5,Executive Presence,Local,2026-02-08,True
SC00002032,SP000002,W00000969,Ready 1-2 Years,Medium,High,Low,4,People Leadership,Local,2026-03-31,True
SC00002033,SP000002,W00003115,Ready Now,Medium,Exceptional,High,4,People Leadership,Remote-first,2026-01-18,True
SC00002034,SP000007,W00003115,Ready Now,Medium,Exceptional,High,3,Executive Presence,Local,2025-12-08,True
SC00002035,SP000002,W00003744,Ready 1-2 Years,Medium,Exceptional,Exceptional,5,People Leadership,Regional,2026-03-16,True
SC00002036,SP000004,W00003719,Ready Now,Medium,High,Solid,1,GenAI Fluency,Global,2025-12-06,True
SC00002037,SP000001,W00001226,Ready Now,High,Exceptional,High,3,Financial Acumen,Regional,2025-12-24,True
SC00002038,SP000001,W00000011,Ready 3+ Years,,,,1,Global Mobility,Regional,2025-11-02,True
SC00002039,SP000001,W00003674,Ready 3+ Years,Medium,Medium,Exceptional,1,Financial Acumen,Regional,2025-11-18,True
SC00002040,SP000002,W00000906,Ready 3+ Years,Low,Medium,Solid,4,Strategic Thinking,Local,2025-12-29,True
SC00002041,SP000001,W00002559,Ready 1-2 Years,Low,Low,High,3,Global Mobility,Remote-first,2025-12-21,True
SC00002042,SP000001,W00000014,Ready < 1 Year,Medium,High,Exceptional,1,Financial Acumen,Local,2025-12-16,True
SC00002043,SP000001,W00002345,Ready 1-2 Years,Medium,Low,High,1,GenAI Fluency,Regional,2026-03-09,True
SC00002044,SP000005,W00001748,Ready 3+ Years,Medium,Medium,Exceptional,3,Financial Acumen,Remote-first,2025-12-17,True
SC00002045,SP000006,W00001046,Ready Now,Medium,High,Exceptional,2,Strategic Thinking,Regional,2025-10-10,True
SC00002046,SP000001,W00000437,Ready 1-2 Years,Medium,High,High,1,Strategic Thinking,Remote-first,2026-03-13,True
SC00002047,SP000004,W00002002,Ready 3+ Years,,,,2,Strategic Thinking,Local,2026-03-13,True
SC00002048,SP000001,W00001039,Ready < 1 Year,Low,Exceptional,Solid,2,Strategic Thinking,Local,2026-01-09,True
SC00002049,SP000007,W00001039,Ready < 1 Year,Low,Exceptional,Solid,5,Financial Acumen,Global,2025-11-16,True
SC00002050,SP000005,W00000468,Ready 1-2 Years,Low,Medium,High,3,Strategic Thinking,Local,2026-01-11,True
SC00002051,SP000002,W00001706,Ready 1-2 Years,Low,Medium,High,1,Financial Acumen,Local,2026-02-15,True
SC00002052,SP000004,W00003628,Ready 1-2 Years,High,Exceptional,High,3,People Leadership,Local,2025-10-14,True
SC00002053,SP000001,W00002188,Ready 3+ Years,Medium,High,Low,2,GenAI Fluency,Global,2026-01-16,True
SC00002054,SP000001,W00004749,Ready 1-2 Years,Low,High,Solid,4,GenAI Fluency,Global,2026-03-20,True
SC00002055,SP000006,W00004131,Ready < 1 Year,Low,Medium,High,3,Financial Acumen,Global,2026-01-16,True
SC00002056,SP000005,W00004176,Ready 3+ Years,Low,Medium,High,4,Executive Presence,Remote-first,2026-01-23,True
SC00002057,SP000001,W00003843,Ready < 1 Year,Low,Medium,High,3,Strategic Thinking,Local,2025-12-16,True
SC00002058,SP000009,W00003843,Ready < 1 Year,Low,Medium,High,2,Executive Presence,Local,2025-10-02,True
SC00002059,SP000002,W00004631,Ready 3+ Years,Low,High,Solid,1,Strategic Thinking,Regional,2026-03-31,True
SC00002060,SP000006,W00001603,Ready < 1 Year,Medium,High,Exceptional,2,Executive Presence,Global,2026-03-27,True
SC00002061,SP000002,W00002620,Ready Now,Medium,High,Exceptional,5,Financial Acumen,Regional,2026-02-20,True
SC00002062,SP000008,W00002620,Ready Now,Medium,High,Exceptional,5,People Leadership,Local,2025-12-18,True
SC00002063,SP000002,W00004213,Ready < 1 Year,Medium,High,Exceptional,3,Financial Acumen,Global,2026-03-09,True
SC00002064,SP000008,W00004213,Ready < 1 Year,Medium,High,Exceptional,3,People Leadership,Global,2026-03-02,True
SC00002065,SP000002,W00003692,Ready 1-2 Years,Low,High,Low,4,Executive Presence,Regional,2025-11-11,True
SC00002066,SP000001,W00002927,Ready Now,High,Exceptional,High,4,People Leadership,Local,2026-03-08,True
SC00002067,SP000009,W00002927,Ready Now,High,Exceptional,High,1,Financial Acumen,Local,2026-02-19,True
SC00002068,SP000005,W00003063,Ready 3+ Years,Medium,High,Solid,1,Executive Presence,Local,2026-02-11,True
SC00002069,SP000001,W00004661,Ready < 1 Year,Medium,High,Solid,2,GenAI Fluency,Global,2025-11-10,True
SC00002070,SP000007,W00004661,Ready < 1 Year,Medium,High,Solid,3,People Leadership,Remote-first,2025-12-26,True
SC00002071,SP000002,W00000540,Ready < 1 Year,Medium,Exceptional,Solid,4,Financial Acumen,Global,2026-03-04,True
SC00002072,SP000008,W00000540,Ready < 1 Year,Medium,Exceptional,Solid,1,Global Mobility,Local,2026-03-10,True
SC00002073,SP000001,W00001266,Ready < 1 Year,Medium,High,Exceptional,1,Global Mobility,Regional,2026-02-27,True
SC00002074,SP000002,W00003789,Ready 1-2 Years,Medium,High,High,5,Global Mobility,Local,2025-11-12,True
SC00002075,SP000002,W00004236,Ready 3+ Years,Medium,High,Low,3,Global Mobility,Regional,2025-12-03,True
SC00002076,SP000009,W00004236,Ready 3+ Years,Medium,High,Low,1,Global Mobility,Remote-first,2026-01-01,True
SC00002077,SP000002,W00004728,Ready 1-2 Years,High,Medium,Exceptional,3,Strategic Thinking,Global,2025-12-27,True
SC00002078,SP000009,W00004728,Ready 1-2 Years,High,Medium,Exceptional,3,Global Mobility,Local,2026-01-02,True
SC00002079,SP000002,W00003847,Ready Now,Low,Exceptional,Solid,1,Global Mobility,Remote-first,2026-01-09,True
SC00002080,SP000001,W00000601,Ready 1-2 Years,Medium,Exceptional,High,2,Executive Presence,Local,2026-02-07,True
SC00002081,SP000004,W00002805,Ready Now,Medium,High,High,3,Financial Acumen,Local,2025-10-10,True
SC00002082,SP000008,W00002805,Ready Now,Medium,High,High,3,Financial Acumen,Local,2026-03-23,True
SC00002083,SP000001,W00002555,Ready 3+ Years,Low,High,Solid,3,Strategic Thinking,Regional,2025-11-28,True
SC00002084,SP000002,W00003987,Ready 3+ Years,Medium,Medium,Exceptional,1,People Leadership,Global,2026-02-15,True
SC00002085,SP000006,W00001322,Ready 3+ Years,Medium,High,Solid,2,Financial Acumen,Local,2026-03-26,True
SC00002086,SP000007,W00001322,Ready 3+ Years,Medium,High,Solid,4,People Leadership,Regional,2026-03-20,True
SC00002087,SP000006,W00002948,Ready < 1 Year,Medium,Exceptional,High,1,People Leadership,Local,2025-11-16,True
SC00002088,SP000001,W00001168,Ready < 1 Year,Medium,Exceptional,High,2,Financial Acumen,Local,2025-12-03,True
SC00002089,SP000002,W00000807,Ready 3+ Years,Medium,Low,High,3,Global Mobility,Global,2025-12-24,True
SC00002090,SP000001,W00003014,Ready 3+ Years,Low,Medium,High,5,GenAI Fluency,Regional,2026-01-19,True
SC00002091,SP000006,W00001132,Ready 3+ Years,Low,Low,Solid,3,Executive Presence,Local,2025-12-25,True
SC00002092,SP000006,W00004947,Ready 1-2 Years,Medium,Exceptional,Exceptional,1,People Leadership,Local,2026-01-24,True
SC00002093,SP000006,W00002649,Ready 3+ Years,Medium,Medium,Exceptional,1,GenAI Fluency,Regional,2026-02-18,True
SC00002094,SP000003,W00001189,Ready 1-2 Years,Low,Low,High,5,Global Mobility,Global,2026-01-24,True
SC00002095,SP000005,W00003734,Ready < 1 Year,Medium,Exceptional,High,5,Global Mobility,Global,2025-12-11,True
SC00002096,SP000002,W00002858,Ready 3+ Years,Low,Medium,Solid,5,Executive Presence,Global,2025-11-07,True
SC00002097,SP000004,W00004659,Ready < 1 Year,Medium,Exceptional,High,4,Strategic Thinking,Global,2026-03-04,True
SC00002098,SP000004,W00000435,Ready < 1 Year,Medium,High,High,5,Executive Presence,Global,2025-10-21,True
SC00002099,SP000007,W00000435,Ready < 1 Year,Medium,High,High,3,People Leadership,Remote-first,2025-11-20,True
SC00002100,SP000003,W00003583,Ready 3+ Years,Low,Low,Exceptional,4,Strategic Thinking,Remote-first,2026-01-15,True
SC00002101,SP000002,W00002207,Ready < 1 Year,Medium,Low,Exceptional,3,GenAI Fluency,Global,2025-11-21,True
SC00002102,SP000002,W00000184,Ready 1-2 Years,Medium,Exceptional,Exceptional,2,Global Mobility,Local,2025-12-19,True
SC00002103,SP000002,W00003526,Ready Now,Low,Medium,High,4,Financial Acumen,Regional,2026-01-26,True
SC00002104,SP000008,W00003526,Ready Now,Low,Medium,High,3,Financial Acumen,Local,2025-11-28,True
SC00002105,SP000005,W00000111,Ready < 1 Year,Medium,Medium,High,3,GenAI Fluency,Local,2025-11-29,True
SC00002106,SP000001,W00002688,Ready 1-2 Years,Medium,Exceptional,High,2,Executive Presence,Global,2025-10-21,True
SC00002107,SP000008,W00002688,Ready 1-2 Years,Medium,Exceptional,High,2,Strategic Thinking,Global,2025-11-06,True
SC00002108,SP000006,W00004506,Ready 1-2 Years,Low,High,Solid,5,Financial Acumen,Regional,2025-11-29,True
SC00002109,SP000002,W00000044,Ready < 1 Year,Medium,Exceptional,High,4,Strategic Thinking,Global,2025-10-13,True
SC00002110,SP000001,W00002326,Ready < 1 Year,Medium,Low,High,3,Financial Acumen,Local,2026-03-18,True
SC00002111,SP000002,W00004129,Ready Now,Medium,High,High,4,People Leadership,Global,2025-10-18,True
SC00002112,SP000001,W00000250,Ready Now,Medium,High,Exceptional,2,Global Mobility,Local,2025-11-27,True
SC00002113,SP000006,W00001031,Ready < 1 Year,High,Exceptional,High,4,GenAI Fluency,Local,2025-10-25,True
SC00002114,SP000007,W00001031,Ready < 1 Year,High,Exceptional,High,1,Strategic Thinking,Regional,2025-11-24,True
SC00002115,SP000002,W00001555,Ready < 1 Year,Medium,Medium,High,5,Executive Presence,Global,2026-02-24,True
SC00002116,SP000005,W00003604,Ready < 1 Year,Medium,High,Solid,4,Executive Presence,Global,2026-01-06,True
SC00002117,SP000006,W00002868,Ready < 1 Year,High,Exceptional,High,4,Strategic Thinking,Local,2026-02-28,True
SC00002118,SP000002,W00000140,Ready 3+ Years,Medium,Medium,High,1,Strategic Thinking,Local,2026-01-29,True
SC00002119,SP000003,W00002365,Ready < 1 Year,Medium,Exceptional,Solid,4,GenAI Fluency,Regional,2025-11-17,True
SC00002120,SP000002,W00004123,Ready 3+ Years,Low,Medium,High,4,GenAI Fluency,Local,2025-11-23,True
SC00002121,SP000004,W00004091,Ready < 1 Year,Low,Low,Solid,1,Global Mobility,Remote-first,2025-10-23,True
SC00002122,SP000006,W00003780,Ready < 1 Year,Medium,High,Solid,4,Strategic Thinking,Local,2026-03-20,True
SC00002123,SP000002,W00003455,Ready < 1 Year,Low,Medium,High,2,Global Mobility,Local,2026-03-30,True
SC00002124,SP000002,W00000935,Ready 1-2 Years,Low,Medium,High,5,GenAI Fluency,Local,2026-03-10,True
SC00002125,SP000004,W00003169,Ready 3+ Years,,,,2,GenAI Fluency,Remote-first,2025-10-15,True
SC00002126,SP000004,W00004454,Ready < 1 Year,Medium,High,High,2,Strategic Thinking,Local,2026-03-15,True
SC00002127,SP000003,W00004792,Ready 1-2 Years,Low,High,Solid,1,GenAI Fluency,Local,2026-03-13,True
SC00002128,SP000008,W00004792,Ready 1-2 Years,Low,High,Solid,2,Financial Acumen,Global,2025-12-13,True
SC00002129,SP000004,W00001404,Ready 3+ Years,Medium,Low,High,3,Global Mobility,Local,2025-12-23,True
SC00002130,SP000002,W00003665,Ready < 1 Year,Low,High,Solid,1,People Leadership,Regional,2025-10-25,True
SC00002131,SP000004,W00004472,Ready < 1 Year,Medium,High,Exceptional,2,Strategic Thinking,Local,2025-12-25,True
SC00002132,SP000005,W00004921,Ready 3+ Years,Medium,Low,Exceptional,4,GenAI Fluency,Local,2025-12-11,True
SC00002133,SP000007,W00004921,Ready 3+ Years,Medium,Low,Exceptional,4,Financial Acumen,Regional,2025-12-31,True
SC00002134,SP000004,W00004521,Ready 1-2 Years,Medium,Medium,High,2,Financial Acumen,Local,2026-02-19,True
SC00002135,SP000002,W00003395,Ready < 1 Year,Low,Exceptional,Solid,5,Executive Presence,Local,2025-11-18,True
SC00002136,SP000008,W00003395,Ready < 1 Year,Low,Exceptional,Solid,4,Executive Presence,Regional,2025-10-09,True
SC00002137,SP000002,W00000688,Ready Now,Low,Low,Exceptional,4,Financial Acumen,Local,2025-10-19,True
SC00002138,SP000006,W00001423,Ready 3+ Years,Low,Medium,Exceptional,4,Strategic Thinking,Remote-first,2026-03-17,True
SC00002139,SP000006,W00003685,Ready Now,Low,Medium,Exceptional,2,People Leadership,Local,2025-10-07,True
SC00002140,SP000004,W00003150,Ready 3+ Years,Low,Low,High,2,GenAI Fluency,Local,2026-03-03,True
SC00002141,SP000002,W00001930,Ready 1-2 Years,Low,Medium,High,3,Financial Acumen,Regional,2025-10-12,True
SC00002142,SP000006,W00001935,Ready Now,High,High,High,4,Global Mobility,Global,2025-10-30,True
SC00002143,SP000006,W00003867,Ready 3+ Years,Medium,High,Low,1,Executive Presence,Local,2025-10-10,True
SC00002144,SP000002,W00002537,Ready 1-2 Years,Medium,High,High,4,Strategic Thinking,Regional,2025-11-12,True
SC00002145,SP000007,W00002537,Ready 1-2 Years,Medium,High,High,5,Executive Presence,Remote-first,2025-12-14,True
SC00002146,SP000006,W00004112,Ready 1-2 Years,Medium,Medium,High,3,People Leadership,Global,2026-01-01,True
SC00002147,SP000007,W00004112,Ready 1-2 Years,Medium,Medium,High,1,GenAI Fluency,Remote-first,2026-02-07,True
SC00002148,SP000002,W00004934,Ready < 1 Year,Medium,Exceptional,High,1,Strategic Thinking,Local,2026-01-23,True
SC00002149,SP000004,W00001271,Ready 3+ Years,Low,High,Solid,1,Strategic Thinking,Remote-first,2026-01-11,True
SC00002150,SP000002,W00000692,Ready < 1 Year,Medium,Exceptional,High,4,Global Mobility,Local,2026-02-10,True
SC00002151,SP000007,W00000692,Ready < 1 Year,Medium,Exceptional,High,4,People Leadership,Remote-first,2025-11-01,True
SC00002152,SP000006,W00004396,Ready 1-2 Years,Medium,Medium,High,3,People Leadership,Local,2026-03-02,True
SC00002153,SP000007,W00004396,Ready 1-2 Years,Medium,Medium,High,4,Financial Acumen,Local,2026-01-27,True
SC00002154,SP000002,W00002335,Ready 1-2 Years,Low,Medium,High,1,People Leadership,Remote-first,2026-03-07,True
SC00002155,SP000003,W00000130,Ready < 1 Year,Medium,High,High,5,Global Mobility,Regional,2026-03-12,True
SC00002156,SP000002,W00000047,Ready Now,Medium,Exceptional,High,4,Executive Presence,Regional,2025-10-22,True
SC00002157,SP000002,W00000913,Ready 1-2 Years,High,Exceptional,High,3,Executive Presence,Local,2026-02-21,True
SC00002158,SP000005,W00001006,Ready 1-2 Years,High,Low,Exceptional,2,Financial Acumen,Local,2026-03-23,True
SC00002159,SP000001,W00001377,Ready < 1 Year,Low,Medium,High,5,Strategic Thinking,Local,2025-11-26,True
SC00002160,SP000003,W00000090,Ready < 1 Year,Medium,Exceptional,High,3,Global Mobility,Local,2026-03-18,True
SC00002161,SP000002,W00001213,Ready 1-2 Years,Low,Medium,High,5,Global Mobility,Regional,2025-11-21,True
SC00002162,SP000001,W00000582,Ready < 1 Year,High,High,Exceptional,3,Strategic Thinking,Remote-first,2025-11-07,True
SC00002163,SP000001,W00001366,Ready < 1 Year,Low,Medium,High,1,Global Mobility,Regional,2025-10-15,True
SC00002164,SP000001,W00004338,Ready 1-2 Years,Medium,High,High,3,GenAI Fluency,Remote-first,2026-02-13,True
SC00002165,SP000001,W00003874,Ready Now,Medium,High,Exceptional,2,People Leadership,Local,2026-02-16,True
SC00002166,SP000006,W00001191,Ready < 1 Year,Medium,High,High,4,Executive Presence,Regional,2026-02-28,True
SC00002167,SP000002,W00000018,Ready < 1 Year,Medium,Medium,High,3,Strategic Thinking,Global,2025-11-17,True
SC00002168,SP000003,W00002423,Ready Now,Medium,Exceptional,Exceptional,5,Financial Acumen,Remote-first,2026-02-26,True
SC00002169,SP000008,W00002423,Ready Now,Medium,Exceptional,Exceptional,2,People Leadership,Remote-first,2025-12-13,True
SC00002170,SP000004,W00001538,Ready < 1 Year,Low,Medium,Exceptional,2,GenAI Fluency,Global,2026-03-10,True
SC00002171,SP000009,W00001538,Ready < 1 Year,Low,Medium,Exceptional,3,Global Mobility,Local,2026-01-15,True
SC00002172,SP000006,W00001972,Ready 3+ Years,Low,High,Solid,1,Strategic Thinking,Global,2025-12-11,True
SC00002173,SP000002,W00000641,Ready 3+ Years,Medium,Medium,Exceptional,5,GenAI Fluency,Regional,2025-10-30,True
SC00002174,SP000009,W00000641,Ready 3+ Years,Medium,Medium,Exceptional,1,Financial Acumen,Local,2025-11-09,True
SC00002175,SP000005,W00003043,Ready Now,Low,Medium,High,4,Strategic Thinking,Remote-first,2026-02-04,True
SC00002176,SP000006,W00000077,Ready < 1 Year,Medium,High,High,1,GenAI Fluency,Regional,2025-12-26,True
SC00002177,SP000005,W00004307,Ready 1-2 Years,Low,High,Solid,2,People Leadership,Remote-first,2025-12-09,True
SC00002178,SP000002,W00000182,Ready < 1 Year,Medium,Exceptional,Exceptional,2,Strategic Thinking,Global,2025-12-10,True
SC00002179,SP000002,W00000661,Ready < 1 Year,Medium,Exceptional,Exceptional,4,Global Mobility,Regional,2026-01-14,True
SC00002180,SP000004,W00002031,Ready 1-2 Years,Low,Medium,High,3,GenAI Fluency,Regional,2025-12-22,True
SC00002181,SP000002,W00000458,Ready < 1 Year,Medium,High,High,5,GenAI Fluency,Global,2025-11-02,True
SC00002182,SP000006,W00000406,Ready 3+ Years,Low,High,Solid,3,Executive Presence,Regional,2026-03-12,True
SC00002183,SP000002,W00002156,Ready 1-2 Years,Medium,Exceptional,High,4,Executive Presence,Local,2025-10-24,True
SC00002184,SP000008,W00002156,Ready 1-2 Years,Medium,Exceptional,High,3,Global Mobility,Local,2025-12-03,True
SC00002185,SP000006,W00004321,Ready 1-2 Years,Medium,High,Solid,4,Executive Presence,Global,2026-03-02,True
SC00002186,SP000008,W00004321,Ready 1-2 Years,Medium,High,Solid,5,Global Mobility,Remote-first,2025-10-18,True
SC00002187,SP000001,W00004118,Ready < 1 Year,Medium,Low,Exceptional,5,Global Mobility,Remote-first,2026-02-09,True
SC00002188,SP000001,W00001513,Ready Now,Medium,High,High,4,GenAI Fluency,Local,2026-03-27,True
SC00002189,SP000002,W00002063,Ready 3+ Years,,,,1,Executive Presence,Local,2025-12-09,True
