performance_review_id,worker_id,review_year,review_cycle,review_type,overall_rating,overall_rating_label,potential_rating,promotion_readiness,gen_ai_readiness,manager_rating,self_rating,calibration_adjustment,review_status,review_completion_date
PR00006394,W00001774,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,2,None,Completed,2023-02-22
PR00006395,W00001774,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Medium,1,3,Upward,Completed,2024-03-26
PR00006396,W00001774,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2025-03-24
PR00006397,W00001774,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,3,None,Completed,2026-03-27
PR00006398,W00001775,2022,2022 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,High,3,4,None,Not Started,
PR00006399,W00001775,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready Now,Expert,3,3,None,Completed,2024-02-14
PR00006400,W00001775,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,3,3,None,Completed,2025-03-19
PR00006401,W00001775,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,2,4,Upward,Completed,2026-02-12
PR00006402,W00001776,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2022-02-27
PR00006403,W00001776,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,4,None,In Progress,
PR00006404,W00001776,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Low,5,5,None,Completed,2024-03-10
PR00006405,W00001776,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready Now,Medium,5,5,None,Completed,2025-02-25
PR00006406,W00001776,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready Now,High,5,5,None,Completed,2026-02-02
PR00006407,W00001777,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,4,None,Completed,2025-02-05
PR00006408,W00001777,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,3,2,None,Completed,2026-03-11
PR00006409,W00001778,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,4,3,Downward,Completed,2022-02-17
PR00006410,W00001778,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,3,3,None,Completed,2023-01-01
PR00006411,W00001778,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,High,4,5,None,Completed,2024-02-13
PR00006412,W00001778,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Low,5,5,None,In Progress,
PR00006413,W00001778,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 2 Years,Medium,2,2,None,Completed,2026-03-01
PR00006414,W00001779,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,2,3,Upward,Completed,2022-03-04
PR00006415,W00001779,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,4,5,None,Completed,2023-04-25
PR00006416,W00001779,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2024-04-26
PR00006417,W00001779,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Low,3,4,Upward,Completed,2025-01-13
PR00006418,W00001779,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Medium,5,5,None,Completed,2026-01-17
PR00006419,W00001780,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Medium,2,1,None,Completed,2023-01-08
PR00006420,W00001780,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,4,None,Completed,2024-03-20
PR00006421,W00001780,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,4,3,Downward,Completed,2025-03-10
PR00006422,W00001780,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2026-03-02
PR00006423,W00001781,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,3,None,In Progress,
PR00006424,W00001781,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Low,3,3,None,Completed,2023-01-11
PR00006425,W00001781,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Medium,3,2,None,Completed,2024-03-08
PR00006426,W00001781,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Low,4,5,None,Completed,2025-02-06
PR00006427,W00001781,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,5,3,Downward,Completed,2026-02-27
PR00006428,W00001782,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,5,None,Completed,2022-03-15
PR00006429,W00001782,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,High,4,3,Downward,Completed,2023-03-17
PR00006430,W00001782,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,4,None,Completed,2024-03-24
PR00006431,W00001782,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,3,2,None,Completed,2025-03-21
PR00006432,W00001782,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,4,None,Completed,2026-01-04
PR00006433,W00001783,2021,2021 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Low,3,3,None,Completed,2022-03-10
PR00006434,W00001783,2022,2022 Annual Review,Annual,5,Outstanding,Exceptional,Ready Now,Low,5,5,None,Completed,2023-02-10
PR00006435,W00001783,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Expert,2,2,None,Completed,2024-04-26
PR00006436,W00001783,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,4,None,Completed,2025-02-05
PR00006437,W00001783,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,5,5,Downward,Completed,2026-03-03
PR00006438,W00001784,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,5,None,Completed,2022-03-20
PR00006439,W00001784,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Expert,5,5,None,Completed,2023-02-02
PR00006440,W00001784,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,4,None,Completed,2024-04-10
PR00006441,W00001784,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2025-04-06
PR00006442,W00001784,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,4,3,Downward,Completed,2026-02-23
PR00006443,W00001785,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2023-04-26
PR00006444,W00001785,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,4,None,Completed,2024-02-27
PR00006445,W00001785,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,4,None,Completed,2025-02-09
PR00006446,W00001785,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Medium,5,4,Downward,Completed,2026-03-26
PR00006447,W00001786,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Expert,2,2,None,Completed,2022-03-19
PR00006448,W00001786,2022,2022 Annual Review,Annual,5,Outstanding,Low,Ready in 2 Years,High,5,5,None,Completed,2023-02-10
PR00006449,W00001786,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,5,4,Downward,Completed,2024-03-23
PR00006450,W00001786,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2025-03-18
PR00006451,W00001786,2025,2025 Annual Review,Annual,5,Outstanding,Exceptional,Ready Now,High,5,5,None,Completed,2026-02-26
PR00006452,W00001787,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2022-01-02
PR00006453,W00001787,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Expert,5,5,None,Completed,2023-02-17
PR00006454,W00001787,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,4,None,Completed,2024-03-07
PR00006455,W00001787,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2025-03-22
PR00006456,W00001787,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2026-01-02
PR00006457,W00001788,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,4,None,Completed,2023-03-04
PR00006458,W00001788,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Expert,5,5,None,Completed,2024-02-18
PR00006459,W00001788,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,3,4,None,Completed,2025-01-15
PR00006460,W00001788,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,4,None,Completed,2026-04-11
PR00006461,W00001789,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,5,None,Completed,2026-01-08
PR00006462,W00001790,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Expert,4,4,None,Completed,2022-02-04
PR00006463,W00001790,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,High,3,4,None,Completed,2023-04-17
PR00006464,W00001790,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,5,None,Completed,2024-03-27
PR00006465,W00001790,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,4,None,Completed,2025-02-20
PR00006466,W00001790,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Expert,3,3,None,Completed,2026-04-02
PR00006467,W00001791,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Canceled,
PR00006468,W00001791,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,High,3,4,Upward,Completed,2023-03-05
PR00006469,W00001791,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,4,None,Completed,2024-03-25
PR00006470,W00001791,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,High,3,4,None,Completed,2025-02-14
PR00006471,W00001791,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,4,4,None,Completed,2026-04-24
PR00006472,W00001792,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready Now,High,3,3,None,Completed,2023-02-14
PR00006473,W00001792,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,3,None,Completed,2024-03-16
PR00006474,W00001792,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,4,None,Completed,2025-02-02
PR00006475,W00001792,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,3,None,Completed,2026-02-27
PR00006476,W00001794,2021,2021 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Medium,5,5,None,Completed,2022-01-28
PR00006477,W00001794,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,3,None,Completed,2023-03-02
PR00006478,W00001794,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Expert,4,4,None,Completed,2024-02-08
PR00006479,W00001794,2024,2024 Annual Review,Annual,5,Outstanding,Exceptional,Ready Now,High,5,5,None,Completed,2025-02-27
PR00006480,W00001794,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,4,None,Completed,2026-02-17
PR00006481,W00001795,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,5,4,Downward,Completed,2026-02-27
PR00006482,W00001796,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,5,5,None,Completed,2023-03-13
PR00006483,W00001796,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,4,5,None,Completed,2024-03-06
PR00006484,W00001796,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Medium,2,3,Upward,Completed,2025-01-01
PR00006485,W00001796,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,4,4,None,In Progress,
PR00006486,W00001797,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Exceptional,Ready in 3+ Years,Medium,2,1,None,Completed,2022-03-23
PR00006487,W00001797,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,4,None,Completed,2023-02-02
PR00006488,W00001797,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,3,None,Completed,2024-03-27
PR00006489,W00001797,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,3,3,None,Completed,2025-03-03
PR00006490,W00001797,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,Expert,3,3,None,Completed,2026-03-18
PR00006491,W00001798,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,4,None,Completed,2022-01-28
PR00006492,W00001798,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,5,5,None,Completed,2023-03-23
PR00006493,W00001798,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Medium,3,3,None,Completed,2024-04-24
PR00006494,W00001798,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 1 Year,Medium,3,3,None,In Progress,
PR00006495,W00001798,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,4,None,Completed,2026-01-17
PR00006496,W00001799,2021,2021 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,4,3,Downward,Completed,2022-04-16
PR00006497,W00001799,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,3,4,Upward,Completed,2023-01-21
PR00006498,W00001799,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,High,2,1,None,Completed,2024-04-21
PR00006499,W00001799,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,Low,4,4,None,Completed,2025-02-14
PR00006500,W00001799,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,4,4,None,Completed,2026-02-28
PR00006501,W00001800,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,4,3,Downward,Completed,2022-02-15
PR00006502,W00001800,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,4,None,Completed,2023-03-25
PR00006503,W00001800,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,4,None,Completed,2024-03-28
PR00006504,W00001800,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Low,3,5,Upward,Completed,2025-02-16
PR00006505,W00001800,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Low,4,5,None,Completed,2026-03-25
PR00006506,W00001801,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,Medium,4,5,None,Completed,2022-02-19
PR00006507,W00001801,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,4,3,Downward,Completed,2023-02-08
PR00006508,W00001801,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2024-04-10
PR00006509,W00001801,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2025-02-11
PR00006510,W00001801,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2026-03-27
PR00006511,W00001802,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,4,None,Completed,2026-02-20
PR00006512,W00001803,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,4,None,Completed,2022-04-03
PR00006513,W00001803,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Low,4,4,None,Completed,2023-03-28
PR00006514,W00001803,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Low,4,5,None,Completed,2024-01-15
PR00006515,W00001803,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Medium,5,5,None,Completed,2025-02-03
PR00006516,W00001803,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2026-04-11
PR00006517,W00001804,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Low,4,4,None,Completed,2024-03-23
PR00006518,W00001804,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 2 Years,Expert,3,2,Downward,Completed,2025-01-09
PR00006519,W00001804,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Low,3,3,None,Completed,2026-01-05
PR00006520,W00001805,2024,2024 Annual Review,Annual,5,Outstanding,Low,Ready in 2 Years,Low,5,5,None,Completed,2025-02-14
PR00006521,W00001805,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,Medium,5,5,None,Completed,2026-03-04
PR00006522,W00001806,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,3,None,Completed,2024-02-02
PR00006523,W00001806,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Manager Review Pending,
PR00006524,W00001806,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,4,None,Completed,2026-02-07
PR00006525,W00001807,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Low,3,4,None,Completed,2026-01-27
PR00006526,W00001808,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,3,None,Completed,2026-01-08
PR00006527,W00001809,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,5,None,Completed,2022-01-27
PR00006528,W00001809,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,4,None,Completed,2023-03-12
PR00006529,W00001809,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,4,4,Downward,Completed,2024-03-26
PR00006530,W00001809,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,High,2,3,None,Completed,2025-01-27
PR00006531,W00001809,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,4,None,Completed,2026-02-04
PR00006532,W00001810,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready Now,High,3,4,None,Completed,2024-03-16
PR00006533,W00001810,2024,2024 Annual Review,Annual,1,Needs Improvement,Moderate,Ready in 3+ Years,High,1,1,None,In Progress,
PR00006534,W00001810,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,5,None,Completed,2026-03-27
PR00006535,W00001811,2021,2021 Annual Review,Annual,1,Needs Improvement,High,Ready in 2 Years,Low,1,1,None,Completed,2022-02-04
PR00006536,W00001811,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,4,3,Downward,Completed,2023-02-07
PR00006537,W00001811,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,3,4,Upward,Completed,2024-02-14
PR00006538,W00001811,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,4,5,None,Completed,2025-02-25
