compensation_grade_id,global_grade,career_level,job_family,market_reference_zone,salary_band_min,salary_band_mid,salary_band_max,bonus_target,currency,country,geo_differential,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_role_category
CG001094,G05,Manager,Corporate Tax,Africa Emerging,39000,61000,82000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001095,G06,Senior Manager,Corporate Tax,Africa Emerging,55000,85000,115000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001096,G07,Director,Corporate Tax,Africa Emerging,69000,125000,180000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001097,G08,Partner,Corporate Tax,Africa Emerging,110000,275000,440000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001098,G09,Executive,Corporate Tax,Africa Emerging,175000,440000,705000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001099,G01,Intern,Technology Consulting,Africa Emerging,9000,12000,15000,0.0,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001100,G02,Analyst,Technology Consulting,Africa Emerging,20000,27000,33000,0.03,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001101,G03,Consultant,Technology Consulting,Africa Emerging,26000,37000,48000,0.05,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001102,G04,Senior Consultant,Technology Consulting,Africa Emerging,34000,49000,64000,0.08,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001103,G05,Manager,Technology Consulting,Africa Emerging,44000,67000,91000,0.12,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001104,G06,Senior Manager,Technology Consulting,Africa Emerging,61000,94000,125000,0.18,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001105,G07,Director,Technology Consulting,Africa Emerging,76000,140000,200000,0.25,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001106,G08,Partner,Technology Consulting,Africa Emerging,120000,305000,490000,0.4,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001107,G09,Executive,Technology Consulting,Africa Emerging,195000,490000,785000,0.5,ZAR,South Africa,0.35,High,0.08,AI Product / Transformation
CG001108,G01,Intern,Strategy Consulting,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001109,G02,Analyst,Strategy Consulting,Africa Emerging,18000,24000,30000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001110,G03,Consultant,Strategy Consulting,Africa Emerging,23000,33000,43000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001111,G04,Senior Consultant,Strategy Consulting,Africa Emerging,31000,44000,57000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001112,G05,Manager,Strategy Consulting,Africa Emerging,39000,61000,82000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001113,G06,Senior Manager,Strategy Consulting,Africa Emerging,55000,85000,115000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001114,G07,Director,Strategy Consulting,Africa Emerging,69000,125000,180000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001115,G08,Partner,Strategy Consulting,Africa Emerging,110000,275000,440000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001116,G09,Executive,Strategy Consulting,Africa Emerging,175000,440000,705000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001117,G01,Intern,Human Capital,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001118,G02,Analyst,Human Capital,Africa Emerging,18000,24000,30000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001119,G03,Consultant,Human Capital,Africa Emerging,23000,33000,43000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001120,G04,Senior Consultant,Human Capital,Africa Emerging,31000,44000,57000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001121,G05,Manager,Human Capital,Africa Emerging,39000,61000,82000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001122,G06,Senior Manager,Human Capital,Africa Emerging,55000,85000,115000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001123,G07,Director,Human Capital,Africa Emerging,69000,125000,180000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001124,G08,Partner,Human Capital,Africa Emerging,110000,275000,440000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001125,G09,Executive,Human Capital,Africa Emerging,175000,440000,705000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001126,G01,Intern,Cyber Risk,Africa Emerging,9000,12000,15000,0.0,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001127,G02,Analyst,Cyber Risk,Africa Emerging,20000,27000,33000,0.03,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001128,G03,Consultant,Cyber Risk,Africa Emerging,26000,37000,48000,0.05,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001129,G04,Senior Consultant,Cyber Risk,Africa Emerging,34000,49000,64000,0.08,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001130,G05,Manager,Cyber Risk,Africa Emerging,44000,67000,91000,0.12,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001131,G06,Senior Manager,Cyber Risk,Africa Emerging,61000,94000,125000,0.18,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001132,G07,Director,Cyber Risk,Africa Emerging,76000,140000,200000,0.25,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001133,G08,Partner,Cyber Risk,Africa Emerging,120000,305000,490000,0.4,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001134,G09,Executive,Cyber Risk,Africa Emerging,195000,490000,785000,0.5,ZAR,South Africa,0.35,High,0.08,AI Risk / Compliance
CG001135,G01,Intern,Regulatory Risk,Africa Emerging,9000,11000,14000,0.0,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001136,G02,Analyst,Regulatory Risk,Africa Emerging,18000,25000,31000,0.03,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001137,G03,Consultant,Regulatory Risk,Africa Emerging,24000,34000,44000,0.05,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001138,G04,Senior Consultant,Regulatory Risk,Africa Emerging,32000,45000,59000,0.08,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001139,G05,Manager,Regulatory Risk,Africa Emerging,41000,62000,84000,0.12,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001140,G06,Senior Manager,Regulatory Risk,Africa Emerging,57000,87000,115000,0.18,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001141,G07,Director,Regulatory Risk,Africa Emerging,71000,130000,185000,0.25,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001142,G08,Partner,Regulatory Risk,Africa Emerging,115000,285000,455000,0.4,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001143,G09,Executive,Regulatory Risk,Africa Emerging,180000,455000,725000,0.5,ZAR,South Africa,0.35,High,0.08,AI Governance
CG001144,G01,Intern,Mergers and Acquisitions,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Low,0.03,AI User
CG001145,G02,Analyst,Mergers and Acquisitions,Africa Emerging,18000,23000,29000,0.03,ZAR,South Africa,0.35,Low,0.03,AI User
CG001146,G03,Consultant,Mergers and Acquisitions,Africa Emerging,23000,32000,42000,0.05,ZAR,South Africa,0.35,Low,0.03,AI User
CG001147,G04,Senior Consultant,Mergers and Acquisitions,Africa Emerging,30000,43000,56000,0.08,ZAR,South Africa,0.35,Low,0.03,AI User
CG001148,G05,Manager,Mergers and Acquisitions,Africa Emerging,39000,59000,80000,0.12,ZAR,South Africa,0.35,Low,0.03,AI User
CG001149,G06,Senior Manager,Mergers and Acquisitions,Africa Emerging,54000,83000,110000,0.18,ZAR,South Africa,0.35,Low,0.03,AI User
CG001150,G07,Director,Mergers and Acquisitions,Africa Emerging,67000,125000,180000,0.25,ZAR,South Africa,0.35,Low,0.03,AI User
CG001151,G08,Partner,Mergers and Acquisitions,Africa Emerging,110000,270000,435000,0.4,ZAR,South Africa,0.35,Low,0.03,AI User
CG001152,G09,Executive,Mergers and Acquisitions,Africa Emerging,175000,435000,690000,0.5,ZAR,South Africa,0.35,Low,0.03,AI User
CG001153,G01,Intern,Finance,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Low,0.03,AI User
CG001154,G02,Analyst,Finance,Africa Emerging,18000,23000,29000,0.03,ZAR,South Africa,0.35,Low,0.03,AI User
CG001155,G03,Consultant,Finance,Africa Emerging,23000,32000,42000,0.05,ZAR,South Africa,0.35,Low,0.03,AI User
CG001156,G04,Senior Consultant,Finance,Africa Emerging,30000,43000,56000,0.08,ZAR,South Africa,0.35,Low,0.03,AI User
CG001157,G05,Manager,Finance,Africa Emerging,39000,59000,80000,0.12,ZAR,South Africa,0.35,Low,0.03,AI User
CG001158,G06,Senior Manager,Finance,Africa Emerging,54000,83000,110000,0.18,ZAR,South Africa,0.35,Low,0.03,AI User
CG001159,G07,Director,Finance,Africa Emerging,67000,125000,180000,0.25,ZAR,South Africa,0.35,Low,0.03,AI User
CG001160,G08,Partner,Finance,Africa Emerging,110000,270000,435000,0.4,ZAR,South Africa,0.35,Low,0.03,AI User
CG001161,G09,Executive,Finance,Africa Emerging,175000,435000,690000,0.5,ZAR,South Africa,0.35,Low,0.03,AI User
CG001162,G01,Intern,Human Resources,Africa Emerging,8000,10000,13000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001163,G02,Analyst,Human Resources,Africa Emerging,17000,23000,28000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001164,G03,Consultant,Human Resources,Africa Emerging,22000,31000,41000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001165,G04,Senior Consultant,Human Resources,Africa Emerging,29000,42000,54000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001166,G05,Manager,Human Resources,Africa Emerging,37000,58000,78000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001167,G06,Senior Manager,Human Resources,Africa Emerging,52000,80000,110000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001168,G07,Director,Human Resources,Africa Emerging,65000,120000,170000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001169,G08,Partner,Human Resources,Africa Emerging,105000,260000,420000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001170,G09,Executive,Human Resources,Africa Emerging,170000,420000,670000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001171,G01,Intern,Information Technology,Africa Emerging,9000,11000,14000,0.0,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001172,G02,Analyst,Information Technology,Africa Emerging,18000,25000,31000,0.03,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001173,G03,Consultant,Information Technology,Africa Emerging,24000,34000,44000,0.05,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001174,G04,Senior Consultant,Information Technology,Africa Emerging,32000,45000,59000,0.08,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001175,G05,Manager,Information Technology,Africa Emerging,41000,62000,84000,0.12,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001176,G06,Senior Manager,Information Technology,Africa Emerging,57000,87000,115000,0.18,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001177,G07,Director,Information Technology,Africa Emerging,71000,130000,185000,0.25,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001178,G08,Partner,Information Technology,Africa Emerging,115000,285000,455000,0.4,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001179,G09,Executive,Information Technology,Africa Emerging,180000,455000,725000,0.5,ZAR,South Africa,0.35,High,0.08,AI Builder
CG001180,G01,Intern,Legal,Africa Emerging,8000,10000,13000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001181,G02,Analyst,Legal,Africa Emerging,17000,23000,28000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001182,G03,Consultant,Legal,Africa Emerging,22000,31000,41000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001183,G04,Senior Consultant,Legal,Africa Emerging,29000,42000,54000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001184,G05,Manager,Legal,Africa Emerging,37000,58000,78000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001185,G06,Senior Manager,Legal,Africa Emerging,52000,80000,110000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001186,G07,Director,Legal,Africa Emerging,65000,120000,170000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001187,G08,Partner,Legal,Africa Emerging,105000,260000,420000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001188,G09,Executive,Legal,Africa Emerging,170000,420000,670000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI Governance
CG001189,G01,Intern,Marketing,Africa Emerging,8000,10000,13000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001190,G02,Analyst,Marketing,Africa Emerging,17000,23000,28000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001191,G03,Consultant,Marketing,Africa Emerging,22000,31000,41000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001192,G04,Senior Consultant,Marketing,Africa Emerging,29000,42000,54000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001193,G05,Manager,Marketing,Africa Emerging,37000,58000,78000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001194,G06,Senior Manager,Marketing,Africa Emerging,52000,80000,110000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001195,G07,Director,Marketing,Africa Emerging,65000,120000,170000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001196,G08,Partner,Marketing,Africa Emerging,105000,260000,420000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001197,G09,Executive,Marketing,Africa Emerging,170000,420000,670000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001198,G01,Intern,Data and Analytics,Africa Emerging,10000,13000,16000,0.0,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001199,G02,Analyst,Data and Analytics,Africa Emerging,21000,28000,34000,0.03,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001200,G03,Consultant,Data and Analytics,Africa Emerging,27000,38000,50000,0.05,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001201,G04,Senior Consultant,Data and Analytics,Africa Emerging,36000,51000,66000,0.08,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001202,G05,Manager,Data and Analytics,Africa Emerging,45000,70000,94000,0.12,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001203,G06,Senior Manager,Data and Analytics,Africa Emerging,63000,97000,130000,0.18,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001204,G07,Director,Data and Analytics,Africa Emerging,79000,145000,210000,0.25,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001205,G08,Partner,Data and Analytics,Africa Emerging,125000,320000,510000,0.4,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001206,G09,Executive,Data and Analytics,Africa Emerging,205000,510000,815000,0.5,ZAR,South Africa,0.35,Critical,0.12,AI Builder
CG001207,G01,Intern,Operations,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001208,G02,Analyst,Operations,Africa Emerging,18000,24000,30000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001209,G03,Consultant,Operations,Africa Emerging,23000,33000,43000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001210,G04,Senior Consultant,Operations,Africa Emerging,31000,44000,57000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001211,G05,Manager,Operations,Africa Emerging,39000,61000,82000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001212,G06,Senior Manager,Operations,Africa Emerging,55000,85000,115000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001213,G07,Director,Operations,Africa Emerging,69000,125000,180000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001214,G08,Partner,Operations,Africa Emerging,110000,275000,440000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001215,G09,Executive,Operations,Africa Emerging,175000,440000,705000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001216,G01,Intern,Audit Assurance,Europe Standard,15000,20000,24000,0.0,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001217,G02,Analyst,Audit Assurance,Europe Standard,32000,42000,53000,0.03,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001218,G03,Consultant,Audit Assurance,Europe Standard,41000,59000,76000,0.05,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001219,G04,Senior Consultant,Audit Assurance,Europe Standard,55000,78000,100000,0.08,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001220,G05,Manager,Audit Assurance,Europe Standard,70000,105000,145000,0.12,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001221,G06,Senior Manager,Audit Assurance,Europe Standard,97000,150000,200000,0.18,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001222,G07,Director,Audit Assurance,Europe Standard,120000,220000,320000,0.25,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001223,G08,Partner,Audit Assurance,Europe Standard,195000,490000,780000,0.4,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001224,G09,Executive,Audit Assurance,Europe Standard,310000,780000,1250000,0.5,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001225,G01,Intern,Corporate Tax,Europe Standard,15000,20000,24000,0.0,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001226,G02,Analyst,Corporate Tax,Europe Standard,32000,42000,53000,0.03,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001227,G03,Consultant,Corporate Tax,Europe Standard,41000,59000,76000,0.05,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001228,G04,Senior Consultant,Corporate Tax,Europe Standard,55000,78000,100000,0.08,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001229,G05,Manager,Corporate Tax,Europe Standard,70000,105000,145000,0.12,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001230,G06,Senior Manager,Corporate Tax,Europe Standard,97000,150000,200000,0.18,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001231,G07,Director,Corporate Tax,Europe Standard,120000,220000,320000,0.25,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001232,G08,Partner,Corporate Tax,Europe Standard,195000,490000,780000,0.4,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001233,G09,Executive,Corporate Tax,Europe Standard,310000,780000,1250000,0.5,EUR,Spain,0.62,Medium,0.05,AI-Augmented Professional
CG001234,G01,Intern,Technology Consulting,Europe Standard,16000,22000,27000,0.0,EUR,Spain,0.62,High,0.08,AI Product / Transformation
CG001235,G02,Analyst,Technology Consulting,Europe Standard,35000,47000,59000,0.03,EUR,Spain,0.62,High,0.08,AI Product / Transformation
CG001236,G03,Consultant,Technology Consulting,Europe Standard,46000,65000,85000,0.05,EUR,Spain,0.62,High,0.08,AI Product / Transformation
CG001237,G04,Senior Consultant,Technology Consulting,Europe Standard,61000,87000,115000,0.08,EUR,Spain,0.62,High,0.08,AI Product / Transformation
CG001238,G05,Manager,Technology Consulting,Europe Standard,78000,120000,160000,0.12,EUR,Spain,0.62,High,0.08,AI Product / Transformation
CG001239,G06,Senior Manager,Technology Consulting,Europe Standard,110000,165000,225000,0.18,EUR,Spain,0.62,High,0.08,AI Product / Transformation
CG001240,G07,Director,Technology Consulting,Europe Standard,135000,245000,355000,0.25,EUR,Spain,0.62,High,0.08,AI Product / Transformation
